User,Date,Tweet
@YvetteCooperMP,4/6/22,Thousands of Ukrainian families still waiting for visas after 2 1/2 weeks Mums & kids running out of money as they wait. Some still in bunkers in Ukraine. Priti Patel was urged to sort this weeks ago. Instead she’s covering up failure by hiding data & info.
@YvetteCooperMP,4/8/22,"Priti Patel promised to speed up system yet a shocking 70% of Homes for Ukraine visas are still waiting. By 28/3 HO already accepted 28,300 visa applications. 10 days on only 12,200 granted. Some families have been waiting THREE WEEKS - often running out of money as they wait"
@YvetteCooperMP,4/8/22,"Over 30,000 Ukrainians with British sponsors still stuck in visa limbo - around half of them waiting more than ten days already. This is a total disgrace. Where is the Home Secretary? She needs to account for these scandalous & shameful delays that are letting everyone down"
@YvetteCooperMP,4/8/22,"Tens of thousands of Ukrainians are still in visa limbo even though there are British families waiting to help them. Half of them have been waiting more than 10 days already, some as long as 3 weeks. This shambles from the Home Office is a national disgrace"
@YvetteCooperMP,4/8/22,"Home Office must ditch the extra bureaucracy, cut the delays & get people here now. Priti Patel had months to plan, has been warned for 6 wks to sort it out. Making excuses about new systems taking time is shameful. There’s a war in Europe. Our country can do better than this"
@YvetteCooperMP,4/8/22,Ministers & officials admit security checks can be done in hours if not on the spot. So why the weeks of delays? Home Secretary chose to keep extra bureaucratic requirements Eg. Evidence of residency pre 1 Jan that then has to be reviewed by caseworkers causing extra delays.
@YvetteCooperMP,4/8/22,"Not good enough. We need action, not hollow words. Desperate families are waiting weeks & weeks because of Home Office bureaucracy. Home Secretary could cut that but she has chosen not to. It’s a total disgrace & letting families down
Ministers & officials admit security checks can be done in hours if not on the spot. So why the weeks of delays?"
@YvetteCooperMP,4/14/22,Refugees Minister last wk said “I’m having difficulty enough getting them from Ukraine... there’s no possibility of sending them to Rwanda”  Yet tonight’s Govt proposals wd mean Ukrainian refugees without visas cd be sent thousands of miles to Rwanda instead. Truly shameful
@YvetteCooperMP,4/27/22,"Families forced to cancel hard earned holidays, couples forced to abandon honeymoons, people giving up visits to loved ones due to long passport delays & another shambolic failure by Home Office Ministers to plan. I asked in Commons today - when will Ministers get a grip?"
@YvetteCooperMP,5/11/22,"Damaging bureaucratic delays on everything from Ukrainian visas to British passports Even the Prime Minister is giving up on the Home Office & asking MoD, DLUHP & private sector to take over. The Home Office is effectively in special measures. Britain deserves better than this"
@YvetteCooperMP,5/15/22,"We watch #Eurovision every year & normally by song 20 I’m forgetting which was which, but that was a great show. @SamRyderMusic brilliant. #Norway up there for me. But #Ukraine song & performance properly the heart of #Eurovision2022 This is the song I want to watch again"
